'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:04.161',-0.126,-0.078,0.048,0.102,-0.086,-0.015,0.006,-0.019,0.094,0.144,0.131,0.122,-0.039,0.192,-0.124
'0:04.162',-0.090,-0.070,0.021,0.080,-0.056,-0.025,0.001,-0.021,0.092,0.144,0.125,0.119,-0.036,0.191,-0.122
'0:04.163',-0.056,-0.054,0.002,0.055,-0.029,-0.026,-0.005,-0.026,0.090,0.144,0.121,0.117,-0.036,0.185,-0.120
'0:04.164',-0.082,-0.055,0.027,0.069,-0.054,-0.015,-0.005,-0.018,0.100,0.154,0.131,0.129,-0.034,0.184,-0.117
'0:04.165',-0.087,-0.060,0.026,0.073,-0.057,-0.018,-0.022,-0.024,0.097,0.154,0.129,0.130,-0.029,0.182,-0.114
'0:04.166',-0.091,-0.067,0.025,0.079,-0.058,-0.021,-0.046,-0.041,0.087,0.150,0.124,0.124,-0.027,0.176,-0.110
'0:04.167',-0.054,-0.044,0.010,0.050,-0.032,-0.018,-0.051,-0.040,0.089,0.154,0.130,0.130,-0.022,0.177,-0.104
'0:04.168',-0.062,-0.069,-0.007,0.066,-0.028,-0.038,-0.065,-0.048,0.080,0.146,0.121,0.117,-0.019,0.164,-0.100
'0:04.169',-0.087,-0.093,-0.006,0.090,-0.040,-0.051,-0.073,-0.053,0.071,0.137,0.111,0.107,-0.021,0.155,-0.093
'0:04.170',-0.051,-0.059,-0.008,0.054,-0.021,-0.034,-0.065,-0.045,0.080,0.143,0.120,0.118,-0.021,0.164,-0.090
'0:04.171',-0.065,-0.070,-0.006,0.068,-0.029,-0.038,-0.076,-0.055,0.074,0.140,0.121,0.117,-0.017,0.165,-0.086
'0:04.172',-0.068,-0.081,-0.013,0.074,-0.028,-0.048,-0.091,-0.067,0.067,0.133,0.117,0.113,-0.012,0.165,-0.081
'0:04.173',-0.071,-0.071,0.001,0.071,-0.036,-0.035,-0.090,-0.057,0.073,0.141,0.124,0.122,-0.007,0.175,-0.076
'0:04.174',-0.062,-0.061,0.002,0.062,-0.032,-0.029,-0.088,-0.054,0.075,0.142,0.125,0.125,-0.004,0.184,-0.075
'0:04.175',-0.047,-0.054,-0.006,0.051,-0.020,-0.030,-0.089,-0.057,0.074,0.141,0.126,0.126,-0.002,0.174,-0.073
'0:04.176',-0.051,-0.059,-0.008,0.055,-0.021,-0.034,-0.090,-0.060,0.073,0.144,0.128,0.128,0.001,0.171,-0.073
'0:04.177',-0.043,-0.055,-0.011,0.049,-0.015,-0.034,-0.096,-0.059,0.075,0.145,0.132,0.132,0.004,0.176,-0.074
'0:04.178',-0.041,-0.051,-0.010,0.046,-0.015,-0.031,-0.092,-0.055,0.075,0.145,0.133,0.134,0.006,0.170,-0.073
'0:04.179',-0.037,-0.047,-0.009,0.042,-0.013,-0.029,-0.085,-0.051,0.077,0.146,0.133,0.137,0.007,0.165,-0.070
'0:04.180',-0.034,-0.040,-0.006,0.036,-0.013,-0.023,-0.079,-0.046,0.082,0.150,0.137,0.142,0.004,0.167,-0.070
'0:04.181',-0.050,-0.047,0.003,0.049,-0.026,-0.022,-0.077,-0.054,0.077,0.147,0.136,0.141,0.001,0.171,-0.070
'0:04.182',-0.045,-0.052,-0.006,0.049,-0.019,-0.029,-0.088,-0.067,0.065,0.135,0.128,0.135,-0.001,0.177,-0.066
'0:04.183',-0.028,-0.051,-0.023,0.040,-0.002,-0.037,-0.101,-0.077,0.052,0.123,0.119,0.126,-0.003,0.181,-0.063
'0:04.184',-0.037,-0.055,-0.018,0.046,-0.009,-0.036,-0.098,-0.078,0.051,0.127,0.123,0.128,-0.004,0.174,-0.061
'0:04.185',-0.043,-0.050,-0.006,0.047,-0.018,-0.029,-0.097,-0.077,0.049,0.131,0.128,0.133,-0.003,0.180,-0.059
'0:04.186',-0.061,-0.057,0.004,0.059,-0.033,-0.026,-0.103,-0.083,0.043,0.129,0.126,0.132,-0.002,0.183,-0.056
'0:04.187',-0.074,-0.060,0.013,0.068,-0.043,-0.024,-0.105,-0.083,0.044,0.131,0.127,0.134,0.000,0.184,-0.054
'0:04.188',-0.084,-0.055,0.029,0.070,-0.056,-0.013,-0.100,-0.082,0.049,0.137,0.131,0.140,-0.002,0.191,-0.059
'0:04.189',-0.059,-0.048,0.011,0.053,-0.035,-0.018,-0.100,-0.086,0.045,0.136,0.129,0.136,-0.005,0.194,-0.065
'0:04.190',-0.054,-0.043,0.011,0.049,-0.033,-0.017,-0.099,-0.088,0.043,0.133,0.126,0.132,-0.008,0.205,-0.066
'0:04.191',-0.074,-0.041,0.034,0.058,-0.054,-0.004,-0.091,-0.082,0.045,0.132,0.128,0.137,-0.013,0.211,-0.066
'0:04.192',-0.079,-0.043,0.036,0.061,-0.058,-0.004,-0.093,-0.083,0.044,0.131,0.130,0.137,-0.015,0.203,-0.065
'0:04.193',-0.095,-0.045,0.049,0.070,-0.071,0.002,-0.090,-0.085,0.045,0.134,0.134,0.141,-0.017,0.204,-0.064
'0:04.194',-0.076,-0.037,0.039,0.057,-0.058,0.001,-0.095,-0.089,0.042,0.134,0.133,0.139,-0.013,0.209,-0.066
'0:04.195',-0.073,-0.048,0.025,0.060,-0.050,-0.011,-0.104,-0.093,0.038,0.130,0.131,0.134,-0.009,0.199,-0.063
'0:04.196',-0.072,-0.059,0.013,0.066,-0.043,-0.024,-0.103,-0.093,0.037,0.128,0.129,0.133,-0.008,0.195,-0.058
'0:04.197',-0.063,-0.057,0.006,0.060,-0.035,-0.025,-0.103,-0.092,0.036,0.129,0.130,0.132,-0.007,0.195,-0.054
'0:04.198',-0.057,-0.051,0.005,0.054,-0.031,-0.023,-0.103,-0.088,0.035,0.129,0.134,0.134,-0.005,0.186,-0.050
'0:04.199',-0.046,-0.053,-0.007,0.050,-0.019,-0.030,-0.102,-0.090,0.034,0.127,0.132,0.133,-0.002,0.186,-0.052
'0:04.200',-0.059,-0.061,-0.003,0.060,-0.028,-0.033,-0.095,-0.088,0.038,0.130,0.135,0.135,-0.001,0.182,-0.052
'0:04.201',-0.057,-0.069,-0.013,0.063,-0.021,-0.042,-0.099,-0.086,0.038,0.128,0.133,0.134,0.002,0.175,-0.046
'0:04.202',-0.036,-0.071,-0.035,0.054,-0.001,-0.053,-0.102,-0.084,0.034,0.122,0.126,0.128,0.004,0.178,-0.046
'0:04.203',-0.045,-0.072,-0.028,0.059,-0.008,-0.051,-0.100,-0.086,0.035,0.124,0.128,0.129,0.003,0.177,-0.046
'0:04.204',-0.053,-0.086,-0.033,0.070,-0.010,-0.060,-0.108,-0.099,0.029,0.116,0.119,0.122,0.002,0.161,-0.044
'0:04.205',-0.043,-0.082,-0.038,0.062,-0.003,-0.060,-0.102,-0.091,0.029,0.111,0.116,0.123,0.005,0.167,-0.050
'0:04.206',-0.052,-0.073,-0.021,0.062,-0.015,-0.048,-0.092,-0.088,0.029,0.106,0.117,0.128,0.004,0.180,-0.051
'0:04.207',-0.061,-0.079,-0.018,0.070,-0.021,-0.049,-0.092,-0.092,0.025,0.093,0.107,0.124,0.001,0.170,-0.047
'0:04.208',-0.071,-0.081,-0.009,0.076,-0.030,-0.045,-0.079,-0.077,0.034,0.100,0.108,0.125,-0.002,0.171,-0.049
'0:04.209',-0.086,-0.085,0.001,0.086,-0.043,-0.042,-0.077,-0.077,0.032,0.104,0.105,0.119,-0.006,0.172,-0.051
'0:04.210',-0.092,-0.093,-0.001,0.092,-0.045,-0.048,-0.077,-0.079,0.028,0.102,0.098,0.111,-0.010,0.176,-0.054
'0:04.211',-0.102,-0.098,0.004,0.100,-0.053,-0.046,-0.068,-0.074,0.032,0.108,0.099,0.110,-0.011,0.179,-0.058
'0:04.212',-0.117,-0.103,0.014,0.110,-0.065,-0.045,-0.063,-0.077,0.033,0.113,0.102,0.111,-0.010,0.173,-0.058
'0:04.213',-0.116,-0.105,0.010,0.111,-0.063,-0.048,-0.061,-0.071,0.035,0.116,0.102,0.110,-0.009,0.165,-0.055
'0:04.214',-0.102,-0.102,-0.002,0.102,-0.050,-0.052,-0.070,-0.078,0.028,0.110,0.097,0.105,-0.007,0.159,-0.053
'0:04.215',-0.105,-0.103,0.002,0.104,-0.053,-0.051,-0.069,-0.082,0.025,0.105,0.097,0.104,-0.012,0.154,-0.050
'0:04.216',-0.112,-0.116,-0.004,0.114,-0.053,-0.060,-0.062,-0.079,0.024,0.103,0.096,0.102,-0.016,0.143,-0.049
'0:04.217',-0.118,-0.131,-0.012,0.124,-0.053,-0.071,-0.059,-0.079,0.020,0.099,0.091,0.096,-0.017,0.137,-0.044
'0:04.218',-0.120,-0.131,-0.011,0.126,-0.054,-0.071,-0.054,-0.073,0.021,0.097,0.090,0.097,-0.017,0.132,-0.044
'0:04.219',-0.118,-0.143,-0.025,0.131,-0.046,-0.085,-0.053,-0.075,0.019,0.095,0.085,0.090,-0.015,0.125,-0.049
'0:04.220',-0.130,-0.161,-0.030,0.145,-0.050,-0.096,-0.048,-0.071,0.024,0.098,0.081,0.087,-0.013,0.117,-0.053
'0:04.221',-0.127,-0.161,-0.034,0.144,-0.046,-0.098,-0.042,-0.062,0.028,0.098,0.082,0.089,-0.013,0.117,-0.056
'0:04.222',-0.110,-0.159,-0.049,0.134,-0.030,-0.103,-0.043,-0.060,0.025,0.088,0.073,0.085,-0.015,0.107,-0.052
'0:04.223',-0.112,-0.167,-0.054,0.140,-0.029,-0.111,-0.043,-0.062,0.021,0.078,0.065,0.080,-0.019,0.091,-0.050
'0:04.224',-0.124,-0.175,-0.051,0.149,-0.036,-0.114,-0.044,-0.065,0.018,0.076,0.063,0.080,-0.021,0.086,-0.048
'0:04.225',-0.114,-0.164,-0.050,0.139,-0.032,-0.106,-0.045,-0.065,0.017,0.079,0.066,0.083,-0.018,0.086,-0.045
'0:04.226',-0.114,-0.163,-0.049,0.139,-0.033,-0.105,-0.046,-0.067,0.017,0.079,0.066,0.077,-0.019,0.089,-0.045
'0:04.227',-0.124,-0.174,-0.050,0.149,-0.037,-0.113,-0.045,-0.066,0.018,0.075,0.061,0.074,-0.021,0.087,-0.049
'0:04.228',-0.126,-0.174,-0.048,0.150,-0.039,-0.111,-0.037,-0.060,0.019,0.076,0.065,0.076,-0.024,0.084,-0.051
'0:04.229',-0.117,-0.166,-0.049,0.141,-0.034,-0.107,-0.031,-0.056,0.022,0.081,0.069,0.076,-0.025,0.079,-0.051
'0:04.230',-0.110,-0.160,-0.050,0.135,-0.029,-0.104,-0.021,-0.051,0.028,0.086,0.072,0.077,-0.028,0.072,-0.051
'0:04.231',-0.137,-0.179,-0.042,0.158,-0.047,-0.111,-0.025,-0.055,0.021,0.081,0.067,0.069,-0.029,0.068,-0.051
'0:04.232',-0.170,-0.209,-0.040,0.190,-0.065,-0.124,-0.035,-0.063,0.008,0.070,0.054,0.057,-0.030,0.070,-0.051
'0:04.233',-0.172,-0.210,-0.038,0.191,-0.067,-0.124,-0.035,-0.066,0.004,0.067,0.053,0.051,-0.032,0.071,-0.050
'0:04.234',-0.160,-0.201,-0.041,0.180,-0.059,-0.121,-0.033,-0.063,0.005,0.067,0.051,0.050,-0.033,0.065,-0.047
'0:04.235',-0.154,-0.204,-0.050,0.179,-0.051,-0.128,-0.034,-0.065,0.004,0.068,0.052,0.050,-0.033,0.062,-0.046
'0:04.236',-0.158,-0.207,-0.050,0.182,-0.054,-0.129,-0.032,-0.065,0.005,0.070,0.055,0.051,-0.032,0.068,-0.047
'0:04.237',-0.183,-0.208,-0.025,0.196,-0.079,-0.117,-0.022,-0.053,0.013,0.076,0.063,0.058,-0.034,0.069,-0.048
'0:04.238',-0.184,-0.209,-0.025,0.197,-0.080,-0.117,-0.023,-0.053,0.013,0.079,0.068,0.060,-0.035,0.068,-0.046
'0:04.239',-0.152,-0.203,-0.051,0.177,-0.050,-0.128,-0.026,-0.059,0.007,0.074,0.064,0.059,-0.034,0.064,-0.046
'0:04.240',-0.140,-0.198,-0.058,0.169,-0.041,-0.128,-0.028,-0.060,0.007,0.075,0.065,0.060,-0.035,0.061,-0.050
'0:04.241',-0.137,-0.190,-0.053,0.164,-0.042,-0.122,-0.025,-0.059,0.009,0.081,0.069,0.064,-0.037,0.059,-0.051
'0:04.242',-0.133,-0.183,-0.051,0.158,-0.041,-0.117,-0.020,-0.052,0.012,0.088,0.074,0.068,-0.036,0.061,-0.052
'0:04.243',-0.156,-0.194,-0.038,0.175,-0.059,-0.116,-0.022,-0.052,0.013,0.093,0.077,0.070,-0.036,0.067,-0.053
'0:04.244',-0.153,-0.204,-0.050,0.179,-0.051,-0.127,-0.033,-0.061,0.005,0.086,0.070,0.065,-0.035,0.064,-0.051
'0:04.245',-0.121,-0.184,-0.064,0.153,-0.029,-0.124,-0.030,-0.061,0.006,0.083,0.070,0.069,-0.032,0.067,-0.054
'0:04.246',-0.118,-0.164,-0.045,0.141,-0.036,-0.104,-0.022,-0.053,0.013,0.086,0.080,0.078,-0.033,0.068,-0.053
'0:04.247',-0.140,-0.183,-0.043,0.162,-0.048,-0.114,-0.029,-0.057,0.006,0.071,0.067,0.065,-0.037,0.070,-0.051
'0:04.248',-0.167,-0.208,-0.042,0.188,-0.062,-0.126,-0.030,-0.064,0.001,0.061,0.057,0.059,-0.038,0.072,-0.051
'0:04.249',-0.164,-0.203,-0.039,0.183,-0.062,-0.121,-0.031,-0.068,-0.002,0.059,0.056,0.057,-0.042,0.064,-0.052
'0:04.250',-0.148,-0.192,-0.044,0.170,-0.051,-0.118,-0.027,-0.061,0.002,0.059,0.054,0.056,-0.043,0.062,-0.052
'0:04.251',-0.143,-0.182,-0.038,0.163,-0.052,-0.111,-0.018,-0.054,0.011,0.069,0.060,0.065,-0.042,0.061,-0.053
'0:04.252',-0.154,-0.180,-0.025,0.167,-0.065,-0.103,-0.015,-0.052,0.015,0.076,0.064,0.069,-0.043,0.054,-0.052
'0:04.253',-0.155,-0.198,-0.043,0.176,-0.056,-0.120,-0.030,-0.058,0.004,0.068,0.053,0.057,-0.040,0.053,-0.050
'0:04.254',-0.128,-0.197,-0.070,0.163,-0.029,-0.134,-0.038,-0.070,-0.004,0.062,0.045,0.046,-0.039,0.058,-0.050
'0:04.255',-0.154,-0.207,-0.052,0.180,-0.051,-0.130,-0.034,-0.072,-0.005,0.061,0.045,0.045,-0.042,0.059,-0.050
'0:04.256',-0.167,-0.217,-0.050,0.192,-0.059,-0.134,-0.036,-0.070,-0.008,0.054,0.043,0.045,-0.042,0.061,-0.048
'0:04.257',-0.150,-0.209,-0.059,0.179,-0.046,-0.134,-0.037,-0.072,-0.009,0.054,0.043,0.046,-0.043,0.062,-0.045
'0:04.258',-0.155,-0.205,-0.050,0.180,-0.053,-0.128,-0.032,-0.067,-0.004,0.065,0.052,0.051,-0.038,0.060,-0.048
'0:04.259',-0.141,-0.198,-0.057,0.170,-0.042,-0.127,-0.033,-0.067,0.000,0.073,0.059,0.054,-0.035,0.065,-0.051
'0:04.260',-0.133,-0.198,-0.065,0.165,-0.033,-0.132,-0.039,-0.074,-0.003,0.074,0.062,0.054,-0.034,0.069,-0.050
'0:04.261',-0.143,-0.205,-0.062,0.174,-0.040,-0.135,-0.038,-0.074,-0.004,0.072,0.065,0.054,-0.035,0.067,-0.048
'0:04.262',-0.133,-0.198,-0.065,0.165,-0.034,-0.132,-0.036,-0.068,0.000,0.072,0.067,0.057,-0.035,0.061,-0.049
'0:04.263',-0.112,-0.179,-0.067,0.145,-0.022,-0.123,-0.027,-0.059,0.007,0.077,0.073,0.064,-0.036,0.053,-0.047
'0:04.264',-0.120,-0.184,-0.065,0.152,-0.028,-0.125,-0.023,-0.059,0.009,0.076,0.073,0.065,-0.036,0.051,-0.045
'0:04.265',-0.121,-0.186,-0.064,0.153,-0.029,-0.125,-0.024,-0.060,0.009,0.075,0.071,0.066,-0.034,0.058,-0.046
'0:04.266',-0.158,-0.216,-0.059,0.187,-0.050,-0.138,-0.035,-0.071,-0.004,0.058,0.057,0.051,-0.037,0.062,-0.046
'0:04.267',-0.162,-0.216,-0.055,0.189,-0.053,-0.136,-0.037,-0.075,-0.006,0.049,0.049,0.049,-0.038,0.070,-0.045
'0:04.268',-0.138,-0.197,-0.059,0.167,-0.039,-0.128,-0.029,-0.067,0.001,0.052,0.047,0.052,-0.039,0.075,-0.044
'0:04.269',-0.159,-0.213,-0.054,0.186,-0.052,-0.134,-0.030,-0.068,-0.004,0.046,0.037,0.045,-0.042,0.064,-0.044
'0:04.270',-0.160,-0.206,-0.046,0.183,-0.057,-0.127,-0.026,-0.062,0.002,0.052,0.036,0.049,-0.043,0.061,-0.043
'0:04.271',-0.151,-0.205,-0.053,0.178,-0.049,-0.130,-0.029,-0.067,-0.002,0.052,0.035,0.048,-0.043,0.062,-0.042
'0:04.272',-0.149,-0.203,-0.054,0.176,-0.048,-0.129,-0.031,-0.070,-0.002,0.058,0.035,0.049,-0.042,0.064,-0.045
'0:04.273',-0.145,-0.201,-0.056,0.172,-0.044,-0.128,-0.032,-0.070,0.000,0.060,0.032,0.047,-0.042,0.072,-0.047
'0:04.274',-0.153,-0.201,-0.048,0.177,-0.053,-0.124,-0.031,-0.068,-0.001,0.058,0.032,0.046,-0.043,0.071,-0.045
'0:04.275',-0.172,-0.204,-0.033,0.189,-0.070,-0.118,-0.026,-0.062,0.004,0.062,0.037,0.051,-0.042,0.065,-0.043
'0:04.276',-0.160,-0.204,-0.044,0.182,-0.058,-0.124,-0.029,-0.067,0.003,0.065,0.039,0.052,-0.039,0.065,-0.045
'0:04.277',-0.158,-0.201,-0.043,0.179,-0.058,-0.122,-0.029,-0.067,0.003,0.067,0.043,0.054,-0.038,0.068,-0.045
'0:04.278',-0.152,-0.202,-0.049,0.177,-0.051,-0.126,-0.035,-0.071,-0.002,0.064,0.042,0.051,-0.037,0.071,-0.046
'0:04.279',-0.133,-0.198,-0.065,0.165,-0.034,-0.132,-0.039,-0.073,-0.007,0.062,0.042,0.047,-0.035,0.072,-0.047
'0:04.280',-0.138,-0.196,-0.059,0.167,-0.039,-0.128,-0.036,-0.070,-0.007,0.064,0.046,0.051,-0.035,0.066,-0.048
'0:04.281',-0.141,-0.192,-0.051,0.167,-0.044,-0.122,-0.027,-0.067,-0.005,0.068,0.051,0.051,-0.037,0.065,-0.051
'0:04.282',-0.144,-0.188,-0.043,0.166,-0.050,-0.116,-0.018,-0.064,-0.002,0.071,0.056,0.051,-0.038,0.071,-0.056
'0:04.283',-0.158,-0.193,-0.034,0.175,-0.061,-0.114,-0.017,-0.066,-0.001,0.071,0.056,0.050,-0.042,0.080,-0.060
'0:04.284',-0.167,-0.192,-0.025,0.179,-0.070,-0.108,-0.004,-0.059,0.004,0.072,0.057,0.048,-0.045,0.084,-0.068
'0:04.285',-0.167,-0.182,-0.015,0.174,-0.075,-0.099,0.011,-0.047,0.013,0.075,0.057,0.051,-0.049,0.078,-0.074
'0:04.286',-0.183,-0.192,-0.008,0.188,-0.087,-0.100,0.023,-0.042,0.011,0.068,0.046,0.041,-0.057,0.077,-0.074
'0:04.287',-0.199,-0.205,-0.006,0.202,-0.096,-0.106,0.037,-0.036,0.004,0.053,0.034,0.030,-0.067,0.077,-0.073
'0:04.288',-0.215,-0.220,-0.004,0.217,-0.105,-0.113,0.058,-0.026,0.001,0.043,0.021,0.019,-0.078,0.067,-0.074
'0:04.289',-0.241,-0.240,0.002,0.241,-0.121,-0.119,0.079,-0.016,-0.006,0.029,0.005,0.003,-0.092,0.047,-0.072
'0:04.290',-0.253,-0.257,-0.004,0.255,-0.124,-0.131,0.099,0.002,-0.010,0.015,-0.013,-0.014,-0.105,0.030,-0.068
'0:04.291',-0.280,-0.277,0.003,0.279,-0.141,-0.138,0.132,0.029,-0.009,0.005,-0.026,-0.026,-0.119,0.027,-0.065
'0:04.292',-0.291,-0.300,-0.009,0.295,-0.141,-0.154,0.151,0.044,-0.020,-0.015,-0.046,-0.046,-0.134,0.002,-0.059
'0:04.293',-0.297,-0.318,-0.020,0.307,-0.139,-0.169,0.169,0.061,-0.025,-0.033,-0.068,-0.064,-0.144,-0.018,-0.056
'0:04.294',-0.314,-0.334,-0.019,0.324,-0.147,-0.176,0.202,0.096,-0.013,-0.038,-0.081,-0.076,-0.157,-0.034,-0.060
'0:04.295',-0.337,-0.355,-0.018,0.345,-0.159,-0.187,0.235,0.133,0.007,-0.036,-0.089,-0.086,-0.165,-0.053,-0.063
'0:04.296',-0.350,-0.363,-0.013,0.357,-0.169,-0.189,0.269,0.174,0.035,-0.023,-0.090,-0.091,-0.171,-0.055,-0.072
'0:04.297',-0.359,-0.370,-0.011,0.364,-0.173,-0.191,0.298,0.215,0.071,-0.003,-0.086,-0.096,-0.177,-0.072,-0.086
'0:04.298',-0.392,-0.383,0.009,0.388,-0.201,-0.187,0.334,0.267,0.124,0.032,-0.074,-0.092,-0.178,-0.086,-0.099
'0:04.299',-0.339,-0.401,-0.062,0.369,-0.138,-0.232,0.347,0.296,0.150,0.036,-0.096,-0.122,-0.180,-0.098,-0.111
'0:04.300',-0.276,-0.417,-0.141,0.347,-0.067,-0.280,0.362,0.335,0.179,0.037,-0.120,-0.152,-0.182,-0.114,-0.120
'0:04.301',-0.283,-0.432,-0.149,0.358,-0.067,-0.291,0.396,0.409,0.245,0.070,-0.117,-0.154,-0.181,-0.135,-0.129
'0:04.302',-0.290,-0.444,-0.154,0.367,-0.068,-0.299,0.410,0.463,0.310,0.107,-0.103,-0.145,-0.168,-0.158,-0.132
'0:04.303',-0.272,-0.453,-0.180,0.362,-0.046,-0.317,0.419,0.506,0.356,0.135,-0.098,-0.145,-0.155,-0.170,-0.137
'0:04.304',-0.245,-0.470,-0.226,0.358,-0.009,-0.348,0.433,0.556,0.397,0.145,-0.108,-0.159,-0.151,-0.192,-0.137
'0:04.305',-0.233,-0.474,-0.241,0.353,0.004,-0.357,0.441,0.607,0.456,0.174,-0.102,-0.154,-0.138,-0.214,-0.137
'0:04.306',-0.211,-0.469,-0.259,0.340,0.024,-0.364,0.444,0.660,0.528,0.213,-0.091,-0.149,-0.123,-0.213,-0.144
'0:04.307',-0.183,-0.467,-0.283,0.325,0.051,-0.376,0.454,0.728,0.606,0.256,-0.074,-0.141,-0.102,-0.219,-0.151
'0:04.308',-0.144,-0.467,-0.323,0.305,0.089,-0.395,0.448,0.776,0.667,0.294,-0.058,-0.132,-0.074,-0.239,-0.147
'0:04.309',-0.116,-0.476,-0.360,0.296,0.122,-0.418,0.451,0.841,0.760,0.347,-0.046,-0.130,-0.049,-0.249,-0.148
'0:04.310',-0.107,-0.478,-0.371,0.293,0.132,-0.425,0.476,0.924,0.878,0.415,-0.028,-0.124,-0.030,-0.259,-0.161
'0:04.311',-0.073,-0.475,-0.402,0.275,0.165,-0.439,0.469,0.983,0.979,0.476,-0.009,-0.119,-0.007,-0.255,-0.169
'0:04.312',-0.009,-0.476,-0.468,0.242,0.230,-0.472,0.458,1.039,1.073,0.527,-0.003,-0.121,0.019,-0.262,-0.174
'0:04.313',0.033,-0.471,-0.504,0.219,0.269,-0.488,0.446,1.085,1.157,0.580,0.011,-0.108,0.048,-0.267,-0.172
'0:04.314',0.064,-0.461,-0.524,0.199,0.294,-0.492,0.421,1.125,1.248,0.646,0.041,-0.086,0.083,-0.271,-0.170
'0:04.315',0.133,-0.444,-0.577,0.156,0.355,-0.510,0.396,1.161,1.332,0.708,0.066,-0.069,0.114,-0.286,-0.172
'0:04.316',0.189,-0.430,-0.618,0.121,0.404,-0.524,0.353,1.165,1.403,0.769,0.092,-0.048,0.152,-0.280,-0.173
'0:04.317',0.242,-0.403,-0.645,0.081,0.444,-0.524,0.318,1.177,1.500,0.843,0.125,-0.021,0.191,-0.271,-0.179
'0:04.318',0.295,-0.388,-0.682,0.046,0.489,-0.535,0.297,1.188,1.557,0.873,0.133,-0.011,0.211,-0.272,-0.174
'0:04.319',0.331,-0.381,-0.712,0.025,0.521,-0.546,0.280,1.177,1.569,0.866,0.123,-0.006,0.216,-0.270,-0.158
'0:04.320',0.342,-0.381,-0.722,0.019,0.532,-0.551,0.249,1.152,1.582,0.858,0.116,-0.003,0.223,-0.259,-0.143
'0:04.321',0.343,-0.391,-0.734,0.024,0.538,-0.562,0.187,1.087,1.563,0.843,0.105,-0.004,0.234,-0.255,-0.126
'0:04.322',0.386,-0.338,-0.724,-0.024,0.555,-0.531,0.144,1.012,1.548,0.857,0.121,0.021,0.246,-0.229,-0.117
'0:04.323',0.379,-0.315,-0.694,-0.032,0.536,-0.504,0.097,0.917,1.507,0.851,0.136,0.043,0.256,-0.194,-0.104
'0:04.324',0.349,-0.319,-0.667,-0.015,0.508,-0.493,0.019,0.775,1.413,0.810,0.140,0.060,0.267,-0.169,-0.081
'0:04.325',0.365,-0.281,-0.647,-0.043,0.506,-0.464,-0.040,0.649,1.318,0.770,0.148,0.085,0.274,-0.140,-0.057
'0:04.326',0.380,-0.249,-0.628,-0.066,0.504,-0.439,-0.093,0.545,1.216,0.719,0.146,0.101,0.277,-0.122,-0.022
'0:04.327',0.366,-0.252,-0.618,-0.058,0.492,-0.435,-0.148,0.423,1.090,0.641,0.121,0.098,0.270,-0.115,0.018
'0:04.328',0.360,-0.249,-0.609,-0.056,0.485,-0.429,-0.186,0.312,0.965,0.558,0.097,0.095,0.255,-0.113,0.054
'0:04.329',0.340,-0.230,-0.570,-0.055,0.455,-0.400,-0.224,0.169,0.795,0.470,0.084,0.105,0.239,-0.092,0.095
'0:04.330',0.302,-0.232,-0.533,-0.035,0.418,-0.383,-0.253,-0.015,0.545,0.332,0.042,0.093,0.204,-0.077,0.148
'0:04.331',0.273,-0.251,-0.523,-0.011,0.399,-0.387,-0.271,-0.164,0.279,0.155,-0.021,0.068,0.162,-0.080,0.202
'0:04.332',0.210,-0.302,-0.512,0.046,0.361,-0.407,-0.291,-0.276,0.040,-0.019,-0.084,0.041,0.124,-0.072,0.256
'0:04.333',0.177,-0.350,-0.527,0.087,0.352,-0.440,-0.290,-0.347,-0.167,-0.183,-0.153,0.007,0.086,-0.100,0.320
'0:04.334',0.169,-0.388,-0.557,0.110,0.363,-0.472,-0.274,-0.389,-0.328,-0.320,-0.216,-0.026,0.045,-0.137,0.374
'0:04.335',0.158,-0.424,-0.582,0.133,0.370,-0.503,-0.259,-0.413,-0.430,-0.409,-0.262,-0.052,0.015,-0.157,0.415
'0:04.336',0.172,-0.449,-0.620,0.139,0.396,-0.534,-0.256,-0.431,-0.505,-0.481,-0.297,-0.070,0.000,-0.190,0.446
'0:04.337',0.183,-0.470,-0.652,0.143,0.418,-0.561,-0.256,-0.441,-0.542,-0.523,-0.323,-0.086,-0.011,-0.213,0.462
'0:04.338',0.190,-0.491,-0.680,0.150,0.435,-0.586,-0.245,-0.430,-0.542,-0.533,-0.344,-0.104,-0.021,-0.223,0.474
'0:04.339',0.198,-0.515,-0.713,0.159,0.456,-0.614,-0.237,-0.428,-0.557,-0.551,-0.370,-0.127,-0.033,-0.233,0.489
'0:04.340',0.186,-0.538,-0.725,0.175,0.456,-0.631,-0.225,-0.434,-0.580,-0.569,-0.393,-0.147,-0.052,-0.242,0.495
'0:04.341',0.159,-0.562,-0.721,0.202,0.440,-0.641,-0.192,-0.430,-0.599,-0.587,-0.411,-0.161,-0.072,-0.251,0.502
'0:04.342',0.138,-0.595,-0.732,0.229,0.435,-0.663,-0.159,-0.421,-0.628,-0.617,-0.444,-0.188,-0.098,-0.269,0.513
'0:04.343',0.126,-0.626,-0.751,0.251,0.439,-0.689,-0.138,-0.414,-0.658,-0.643,-0.475,-0.218,-0.121,-0.292,0.523
'0:04.344',0.122,-0.640,-0.763,0.259,0.443,-0.702,-0.115,-0.399,-0.684,-0.667,-0.493,-0.233,-0.133,-0.303,0.534
